2023-02-13 01:14:18,386 'p'
2023-02-13 01:14:18,661 'p'
2023-02-13 01:14:18,914 'p'
2023-02-13 01:14:19,121 'p'
2023-02-13 01:14:19,319 'p'
2023-02-13 01:14:19,517 'p'
2023-02-13 01:14:19,708 'p'
2023-02-13 01:14:19,896 'p'
2023-02-13 01:14:20,058 'p'
2023-02-13 01:14:20,253 'p'
2023-02-13 01:14:20,443 'p'
2023-02-13 01:14:20,632 'p'
2023-02-13 01:14:20,836 'p'
2023-02-13 01:14:21,020 'p'
2023-02-13 01:14:21,217 'p'
2023-02-13 01:14:21,404 'p'
2023-02-13 01:14:21,611 'p'
2023-02-13 01:14:22,805 Key.esc
2023-02-13 01:14:23,992 Key.ctrl_l
2023-02-13 01:14:24,266 '\x03'
2023-02-13 01:14:48,761 's'
2023-02-13 01:14:48,855 'a'
2023-02-13 01:14:48,957 'l'
2023-02-13 01:14:49,251 'u'
2023-02-13 01:14:49,418 'y'
2023-02-13 01:14:49,424 't'
2023-02-13 01:14:49,552 Key.space
2023-02-13 01:14:49,875 Key.backspace
2023-02-13 01:14:50,020 Key.backspace
2023-02-13 01:14:50,175 Key.backspace
2023-02-13 01:14:50,315 Key.backspace
2023-02-13 01:14:50,461 Key.backspace
2023-02-13 01:14:51,565 Key.shift
2023-02-13 01:14:51,750 'S'
2023-02-13 01:14:52,201 'a'
2023-02-13 01:14:52,360 'l'
2023-02-13 01:14:52,677 'u'
2023-02-13 01:14:52,853 't'
2023-02-13 01:15:10,391 Key.shift
2023-02-13 01:15:10,604 'M'
2023-02-13 01:15:10,974 'o'
2023-02-13 01:15:11,102 'r'
2023-02-13 01:15:11,294 'g'
2023-02-13 01:15:11,410 'o'
2023-02-13 01:15:11,505 't'
2023-02-13 01:15:11,692 'h'
2023-02-13 01:15:11,888 Key.shift
2023-02-13 01:15:12,258 '4'
2023-02-13 01:15:12,512 '5'
2023-02-13 01:15:12,789 '6'
2023-02-13 01:15:13,395 Key.ctrl_l
2023-02-13 01:15:13,395 Key.alt_gr
2023-02-13 01:15:13,571 '#'
2023-02-13 01:15:13,888 Key.shift
2023-02-13 01:15:14,102 '5'
2023-02-13 01:15:14,767 Key.shift
2023-02-13 01:15:15,278 Key.shift
2023-02-13 01:15:15,309 Key.shift
2023-02-13 01:15:15,340 Key.shift
2023-02-13 01:15:15,371 Key.shift
2023-02-13 01:15:15,403 Key.shift
2023-02-13 01:15:15,434 Key.shift
2023-02-13 01:15:15,466 Key.shift
2023-02-13 01:15:15,513 Key.shift
2023-02-13 01:15:15,544 Key.shift
2023-02-13 01:15:15,574 Key.shift
2023-02-13 01:15:15,605 Key.shift
2023-02-13 01:15:15,636 Key.shift
2023-02-13 01:15:15,667 Key.shift
2023-02-13 01:15:15,697 Key.shift
2023-02-13 01:15:15,743 Key.shift
2023-02-13 01:15:15,774 Key.shift
2023-02-13 01:15:15,805 Key.shift
2023-02-13 01:15:15,836 Key.shift
2023-02-13 01:15:15,866 Key.shift
2023-02-13 01:15:15,897 Key.shift
2023-02-13 01:15:15,929 Key.shift
2023-02-13 01:15:15,961 Key.shift
2023-02-13 01:15:16,007 Key.shift
2023-02-13 01:15:16,039 Key.shift
2023-02-13 01:15:16,069 Key.shift
2023-02-13 01:15:16,100 Key.shift
2023-02-13 01:15:16,131 Key.shift
2023-02-13 01:15:16,133 '/'
2023-02-13 01:15:16,803 'p'
2023-02-13 01:15:17,097 Key.shift
2023-02-13 01:15:17,606 Key.shift
2023-02-13 01:15:17,637 Key.shift
2023-02-13 01:15:17,669 Key.shift
2023-02-13 01:15:17,699 Key.shift
2023-02-13 01:15:17,730 Key.shift
2023-02-13 01:15:17,777 Key.shift
2023-02-13 01:15:17,808 Key.shift
2023-02-13 01:15:17,839 Key.shift
2023-02-13 01:15:17,870 Key.shift
2023-02-13 01:15:17,901 Key.shift
2023-02-13 01:15:17,933 Key.shift
2023-02-13 01:15:17,964 Key.shift
2023-02-13 01:15:17,996 Key.shift
2023-02-13 01:15:18,027 Key.shift
2023-02-13 01:15:18,072 '1'
2023-02-13 01:15:18,444 '8'
2023-02-13 01:15:21,889 Key.shift
2023-02-13 01:15:22,181 '£'
2023-02-13 01:15:23,420 Key.backspace
2023-02-13 01:15:24,345 '$'
2023-02-13 01:15:24,924 Key.shift
2023-02-13 01:15:25,425 Key.shift
2023-02-13 01:15:25,471 Key.shift
2023-02-13 01:15:25,502 Key.shift
2023-02-13 01:15:25,533 Key.shift
2023-02-13 01:15:25,564 Key.shift
2023-02-13 01:15:25,596 Key.shift
2023-02-13 01:15:25,626 Key.shift
2023-02-13 01:15:25,657 Key.shift
2023-02-13 01:15:25,704 Key.shift
2023-02-13 01:15:25,736 Key.shift
2023-02-13 01:15:25,739 '2'
